SUBJECT,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,PZ,T5',T6',O1',O2',"P3""","P4""","PZ""",OZ,I,"CB1""","CB2""",CB1,CB2
MTA,18,162.1184,106.5079,61.0738,57.5512,-30.0462,-14.777,-10.9004,-60.6355,54.4505,-8.2586,-96.9223,37.1415,-33.2274,-20.8291,-5.1528,-73.826,44.5675,-61.4556,0.6887,-26.2329,-51.7182,-46.486,-73.4963,-54.5202,13.0913,-81.5094,-24.1329,-59.2409,-112.5824,-19.1714,-83.1509
MTA,19,162.9798,105.0406,61.2451,57.812,-29.9594,-14.9499,-10.5544,-59.1629,54.794,-6.8677,-94.9668,37.2275,-31.5191,-22.0242,-4.1048,-71.3709,44.5675,-60.7651,1.3773,-25.0208,-51.9772,-44.5921,-73.5829,-52.6705,14.2183,-80.4622,-23.0125,-58.8939,-110.8649,-19.1714,-80.8049
MTA,0,-165.1333,-55.4117,-86.0001,15.3006,-8.8575,111.8216,21.8008,-17.7575,-48.6104,-56.1583,-161.3671,29.4897,-7.5167,143.584,8.9083,4.1209,-85.7067,-56.881,-19.4546,-44.7604,-12.5194,-48.3799,-72.3696,-32.853,4.3349,-63.532,-23.5296,-71.6442,-222.331,-47.6248,-25.4579
MTA,1,-167.6314,-58.3463,-86.0001,13.9966,-8.5102,111.1303,21.8873,-18.104,-48.3527,-56.9407,-164.1728,28.2,-8.3709,142.3889,8.9956,3.4195,-86.0584,-56.9673,-19.7128,-45.7127,-11.8287,-49.3268,-71.7629,-34.0861,3.9881,-63.881,-23.8744,-71.5574,-223.2756,-46.9308,-26.8481
MTA,2,-170.4741,-61.6261,-86.6854,11.5624,-8.597,110.1797,22.0604,-18.5371,-48.181,-57.6361,-165.6181,27.2543,-8.5418,140.4255,8.9956,3.0688,-86.9374,-57.1399,-19.7128,-46.4919,-11.2243,-50.1877,-71.4162,-35.055,3.728,-64.1428,-23.8744,-71.5574,-223.8767,-46.5839,-27.8907
MTA,3,-173.1445,-64.3017,-87.6276,9.2151,-8.9444,109.2292,22.1469,-19.1435,-48.0092,-58.1577,-165.363,26.7384,-8.2001,138.4621,8.9956,3.0688,-87.8165,-57.3988,-19.6267,-47.0114,-10.9653,-50.7903,-71.2428,-35.8477,3.3812,-64.4046,-23.8744,-71.5574,-224.1344,-46.4971,-28.6727
MTA,4,-174.7812,-65.769,-88.3129,7.9981,-9.4654,108.6243,21.9738,-19.8365,-48.4386,-58.6793,-163.4926,26.9964,-7.6022,137.4377,8.9083,3.1565,-88.1681,-57.8304,-19.3685,-47.3577,-11.3107,-51.565,-71.6762,-36.5523,2.7743,-64.9283,-24.3053,-72.0779,-224.4779,-47.1043,-29.3678
MTA,5,-174.7812,-65.5964,-88.3129,8.085,-9.8128,108.365,21.6278,-20.4428,-49.2975,-59.3748,-160.5169,27.5122,-6.5771,137.4377,8.9956,3.5072,-87.9923,-58.4346,-18.5938,-47.2711,-12.2604,-52.3398,-72.6296,-37.2569,1.994,-65.8882,-25.081,-73.1187,-224.9072,-48.3188,-29.976
MTA,6,-173.0584,-64.3017,-87.7133,9.2151,-9.7259,108.2786,21.3683,-20.9625,-50.4998,-60.0702,-157.1161,27.8561,-4.8688,137.6084,9.1703,3.9456,-87.5527,-59.0388,-17.3025,-46.9248,-13.6419,-53.0285,-73.8429,-37.8735,1.2138,-67.0227,-26.2877,-74.4197,-225.4225,-49.7935,-30.3236
MTA,7,-170.1295,-62.4892,-86.4284,11.1277,-9.0312,108.5378,21.2817,-21.3957,-51.6163,-60.6788,-153.9704,28.2,-2.7334,137.0962,9.2576,4.4716,-86.6737,-59.5567,-15.8391,-46.3187,-15.0233,-53.545,-74.9697,-38.3138,0.5202,-68.07,-27.4943,-75.4606,-225.9377,-51.0948,-30.4973
MTA,8,-167.373,-61.1082,-84.9723,13.388,-8.4234,108.9699,20.9357,-21.4823,-52.4752,-61.2004,-152.015,29.2317,-1.2813,136.4987,8.821,5.1731,-85.5309,-59.9019,-15.0644,-45.453,-16.1457,-53.545,-75.663,-38.2258,0.0867,-68.7681,-28.27,-76.2412,-225.8519,-51.9622,-29.976
MTA,9,-165.6502,-60.5041,-84.1157,15.2137,-8.1628,109.5748,20.5031,-21.309,-52.9905,-61.3742,-151.9299,31.4671,-1.4521,136.4987,8.1223,5.9622,-84.6519,-59.9019,-14.8061,-44.5006,-16.5774,-52.9424,-75.923,-37.6973,0,-69.0299,-28.5286,-76.5881,-225.2507,-52.1357,-29.0203
MTA,10,-165.2195,-60.6767,-84.03,16.17,-8.1628,110.0069,20.2436,-20.9625,-52.9046,-61.3742,-153.7154,34.3903,-2.4771,137.523,7.8603,6.5759,-84.3882,-59.4704,-14.5479,-43.6349,-16.1457,-52.2537,-75.3163,-36.9927,0.3468,-68.7681,-28.27,-76.2412,-224.7355,-51.4418,-28.2383
MTA,11,-165.9948,-61.5398,-84.6296,16.6916,-8.5102,110.439,20.4166,-20.2696,-52.3893,-61.0265,-156.7761,37.2275,-4.0146,139.5718,7.9476,7.0143,-84.564,-58.7799,-14.2036,-42.8557,-14.937,-51.565,-74.1896,-36.2881,1.0404,-68.1572,-27.5805,-75.2871,-224.392,-50.0538,-27.6301
MTA,12,-168.2344,-63.0934,-86.0001,16.6916,-9.2917,110.5254,20.3301,-19.4033,-51.6163,-60.418,-160.3469,39.1189,-5.4667,141.7913,8.2969,7.2774,-84.9156,-58.0894,-13.9453,-42.5959,-13.4692,-50.7903,-72.8896,-35.5834,1.994,-67.2845,-26.7186,-74.0728,-223.8767,-48.4923,-27.2825
MTA,13,-170.7325,-64.7333,-87.4563,15.9961,-10.1601,110.2662,20.1571,-18.5371,-50.9293,-59.4617,-162.9825,39.2909,-6.6626,143.2425,8.559,7.6281,-85.6188,-57.3988,-14.2036,-42.5959,-12.1741,-49.8433,-71.7629,-34.7027,2.9477,-66.4118,-25.8567,-73.1187,-223.1897,-47.2778,-26.8481
MTA,14,-172.4554,-65.6827,-88.5699,14.6051,-10.768,109.3156,20.1571,-17.7575,-50.414,-58.2447,-163.8327,38.775,-7.2605,144.4376,8.3843,8.3295,-86.4979,-56.7946,-14.9783,-42.2496,-11.7424,-48.6381,-71.3295,-33.7338,3.9014,-65.5392,-24.9948,-72.685,-222.4169,-46.7573,-26.153
MTA,15,-173.3168,-66.028,-88.9982,12.8664,-11.1154,108.0194,20.2436,-16.9779,-50.0704,-57.0276,-163.0675,38.3451,-7.0042,145.462,8.0349,9.557,-87.1132,-56.4494,-15.8391,-41.557,-11.4833,-47.6051,-70.9828,-32.6769,4.6816,-64.9283,-24.3915,-72.4248,-221.644,-46.4104,-25.2841
MTA,16,-173.7475,-65.9417,-88.9982,11.4755,-11.1154,106.9824,20.3301,-16.1117,-49.3834,-55.8106,-161.7072,38.6031,-6.2355,146.5717,8.1223,11.0476,-87.2011,-56.1041,-16.2695,-40.3449,-10.5336,-46.486,-69.9428,-31.5319,5.2885,-64.4046,-23.8744,-71.9911,-220.957,-45.1959,-24.4152
MTA,17,-174.0921,-65.5964,-88.9125,10.5192,-10.768,106.2046,20.5897,-15.2455,-48.3527,-54.6804,-160.687,39.4628,-5.6376,147.5961,8.6463,12.5381,-87.2011,-55.5862,-16.786,-39.0463,-9.3248,-45.453,-68.7294,-30.3868,5.9821,-63.6192,-23.0987,-71.2972,-220.0982,-43.8947,-23.1988
MTA,18,-174.5228,-65.5964,-88.7412,9.8237,-10.0733,105.859,21.4548,-14.1194,-46.5492,-52.9418,-160.772,39.8927,-5.2959,147.8522,9.7817,14.0287,-87.3769,-54.8957,-17.1304,-38.1805,-7.598,-43.8174,-66.996,-28.6253,7.1959,-61.9611,-21.3749,-69.4758,-218.3807,-41.9862,-21.2004
MTA,19,-175.2119,-66.2006,-88.5699,9.476,-9.2917,105.6861,22.4929,-12.9933,-44.3162,-50.9423,-162.1323,39.1189,-5.0396,147.0839,11.3537,15.2562,-87.6406,-53.86,-17.3886,-37.8342,-5.6985,-41.9235,-65.1759,-26.5995,8.6697,-59.6921,-19.3064,-67.1339,-216.3197,-40.0777,-18.8545
MTA,0,53.58,-22.6135,12.6773,34.8611,99.083,50.8123,-16.6101,73.8886,16.2321,1.9125,19.8946,-14.9598,80.4633,56.3409,47.5109,49.8895,20.1301,14.9323,7.9196,51.6865,25.9886,-20.0578,-6.5003,25.8949,8.8431,1.1345,0.5171,17.6075,-17.7762,10.9303,-47.4403
MTA,1,54.6999,-21.923,13.0199,34.3395,100.8198,50.4666,-15.6585,74.4084,17.4345,3.4773,21.935,-14.6159,82.0008,57.3653,48.6463,51.9061,19.6906,15.4502,9.9855,53.2449,27.4564,-18.4222,-4.8535,27.6564,9.6234,2.6181,1.8962,18.9085,-15.9728,12.405,-45.4419
MTA,2,55.6474,-21.4051,13.7052,33.9048,102.6434,50.3802,-14.6204,74.9281,18.7227,5.0421,23.8055,-14.9598,83.6238,57.9628,49.7817,53.5721,19.2511,15.9681,12.2237,54.457,29.0969,-16.6144,-3.2068,29.5061,10.2303,4.1017,3.4476,20.4698,-14.2553,13.9665,-43.5304
MTA,3,55.6474,-21.4915,14.2191,33.4701,104.0328,50.6395,-13.7553,75.2746,19.9251,6.2591,23.8055,-16.3354,84.3071,57.7068,50.8297,54.6242,19.0752,16.3134,13.7732,55.2362,30.5647,-15.0649,-1.6467,31.1795,10.7505,5.4107,4.7404,21.9443,-12.7954,15.528,-41.9664
MTA,4,54.4415,-22.3546,13.9622,33.0354,104.5538,51.2444,-13.4092,75.6211,21.1275,7.3892,21.4249,-18.2268,83.7092,57.1092,51.9651,55.238,18.8994,16.5723,13.8592,55.9288,32.0325,-13.5154,-0.26,32.7649,11.0105,6.5452,5.6885,23.1586,-11.4214,17.0027,-40.6631
MTA,5,52.5463,-23.3903,12.9343,32.5138,104.2933,51.8493,-13.4092,75.9676,21.9863,8.2586,18.0241,-19.6025,82.3425,56.4263,52.9258,55.764,18.1962,16.5723,12.7402,56.5348,33.1549,-12.138,0.6934,34.1742,11.3573,7.5051,6.4642,23.9392,-10.1333,18.3039,-39.6205
MTA,6,50.1344,-24.2534,11.7351,31.8183,103.5118,52.2814,-13.4092,76.2274,22.6734,8.954,14.9634,-20.0323,81.1466,56.7677,53.7118,56.6408,17.2293,16.5723,11.1046,57.4872,33.7593,-11.105,1.2134,35.3192,11.6174,8.2033,6.9813,24.6331,-8.931,18.9979,-38.7516
MTA,7,47.3778,-24.5987,11.0498,31.1229,102.5565,52.3678,-13.6688,76.6605,23.0169,9.5626,13.3481,-19.5165,79.6945,58.2189,54.3231,57.956,16.7018,16.5723,9.5551,58.959,33.8456,-10.072,1.2134,36.2881,12.0509,8.8142,7.4123,25.0668,-7.8146,19.2581,-37.709
MTA,8,44.7075,-24.426,11.0498,30.6882,101.775,52.3678,-13.9283,77.2669,23.1887,10.258,13.4331,-18.4848,78.157,60.2677,54.7598,59.6219,16.8776,16.7449,8.4361,60.7771,34.0183,-9.0389,1.1267,37.1688,12.4844,9.3378,7.757,25.2403,-6.6983,19.3449,-36.4057
MTA,9,42.9846,-24.0808,11.8207,30.5143,101.1671,52.5406,-14.1013,78.2197,23.4464,11.1273,15.3035,-17.625,77.132,61.8896,55.1092,61.3755,17.2293,17.0039,8.0056,62.3355,34.191,-7.9198,1.04,38.3138,12.9179,10.036,8.3603,25.5872,-5.4101,19.4316,-34.6679
MTA,10,42.3816,-24.0808,12.8486,30.3404,100.9934,52.627,-14.1013,78.9127,23.7899,12.0836,17.8541,-17.625,77.0466,62.1457,55.2838,62.5153,17.5809,17.0902,8.35,62.9415,34.45,-6.8868,1.1267,39.4589,13.2647,10.7341,9.2222,26.1944,-4.122,19.6051,-33.104
MTA,11,42.4678,-24.9439,13.7052,29.9058,100.7329,52.4542,-14.2743,79.2592,23.9617,12.7791,19.6395,-18.8287,77.7299,61.036,55.0218,62.9537,17.7567,17.0039,9.383,62.3355,34.709,-6.1981,1.2134,40.1635,13.4381,11.2577,9.9979,26.8883,-3.0056,19.6919,-31.9744
MTA,12,42.9846,-26.5838,13.7052,29.2972,100.2119,52.1085,-14.7934,79.2592,23.9617,13.1268,19.6395,-20.7201,79.0966,59.3287,54.4105,62.7784,17.7567,16.8312,10.9324,61.1234,34.709,-5.7677,1.2134,40.5158,13.2647,11.4323,10.5151,27.2352,-2.2328,19.5184,-31.4531
MTA,13,43.5015,-28.569,12.9343,28.5148,99.5172,51.59,-15.572,79.086,23.6181,13.1268,18.0241,-22.5256,79.9508,57.8775,53.4498,62.5153,17.3172,16.3997,12.0515,60.0845,34.3637,-5.6816,0.9534,40.5158,12.7445,11.0832,10.5151,27.1485,-1.9751,18.8244,-31.3662
MTA,14,43.2431,-30.1226,11.9064,27.9063,98.8225,51.3308,-16.4371,78.9127,22.8452,12.7791,15.9837,-24.0732,80.0362,56.9385,52.4891,62.4277,16.7897,15.7955,11.8793,59.565,33.3276,-5.8538,0.26,40.3396,12.2243,10.385,9.9117,26.4546,-2.4045,17.5232,-31.6269
MTA,15,42.2955,-30.7267,11.3924,27.9932,98.562,51.3308,-17.2157,78.8261,21.9004,12.4313,14.5383,-25.1049,79.78,56.5116,51.9651,62.2523,16.8776,15.3639,11.1046,59.2187,32.1188,-6.1981,-0.6934,39.8992,11.8775,9.4251,9.2222,25.5005,-3.5209,16.2219,-32.4957
MTA,16,41.2618,-30.5541,11.6494,28.254,98.7356,51.4172,-17.8213,78.8261,21.3851,12.1705,14.1132,-25.5348,79.8654,56.6824,51.9651,61.6385,17.6688,15.105,10.3299,59.0456,31.1691,-6.8868,-1.3867,39.1065,11.7041,8.8142,8.7913,24.7198,-5.0666,15.7014,-33.5384
MTA,17,40.9172,-30.1226,12.3347,28.3409,99.083,51.5036,-17.8213,78.9127,21.471,12.1705,14.0282,-25.5348,80.1216,57.0238,52.4017,61.2878,18.2841,14.9323,9.8995,58.8724,31.0827,-7.2312,-1.2134,38.5781,11.7908,8.7269,8.8775,24.6331,-6.0971,16.0484,-34.1466
MTA,18,42.1232,-29.5184,12.9343,28.254,99.1698,51.59,-17.3887,79.1726,21.9863,12.6921,14.1983,-25.5348,80.0362,57.2799,52.9258,61.5509,18.6357,14.6734,9.6412,59.2187,31.6871,-7.2312,-0.6067,38.6662,12.0509,9.076,9.3946,25.2403,-6.3548,16.9159,-34.0597
MTA,19,44.6213,-28.7416,13.0199,28.5148,98.3014,51.8493,-17.3887,79.5191,22.4157,13.0399,14.6234,-25.3628,79.2675,57.7921,52.8384,62.34,19.0752,14.3281,9.1247,59.9979,32.3778,-7.059,-0.1733,39.1065,12.1376,9.4251,9.6532,25.7607,-6.2689,17.5232,-33.6253
MTA,0,-22.6552,-32.3666,-56.3626,-74.7644,186.7901,2.074,1.9898,43.311,68.4496,-38.6849,-47.781,-20.2903,74.9966,139.7425,94.8472,-16.5714,-90.8052,147.5107,67.2302,114.1952,123.2084,58.3658,41.8617,101.906,106.6375,13.8758,-10.2565,31.3118,-0.0859,34.9596,68.8145
MTA,1,-21.9661,-32.6256,-56.277,-75.286,186.6164,2.6789,2.0763,44.1773,68.879,-38.2502,-46.7608,-19.3445,75.5945,141.2791,94.5852,-16.3083,-90.8931,148.0286,67.4024,114.5415,123.1221,59.3988,41.6017,102.6987,106.8109,14.1376,-9.7394,31.4853,0.2576,35.3066,69.7703
MTA,2,-21.7077,-33.4024,-56.534,-75.8946,186.0954,3.2838,1.9032,44.5237,69.2226,-37.9025,-46.5057,-18.9146,75.5945,144.0962,93.9738,-16.133,-91.5084,147.856,66.972,115.4938,123.2948,60.0875,41.6883,103.3153,106.5508,13.8758,-9.6532,31.6587,0.4294,35.6536,70.4654
MTA,3,-22.0522,-34.4381,-56.9622,-76.8509,185.3138,3.3702,1.3842,44.6104,69.5661,-37.9025,-46.7608,-19.5165,75.082,146.9986,93.2751,-15.6069,-92.1238,147.2518,66.1972,117.4851,123.8128,60.2596,42.1217,103.4914,106.0307,13.3522,-9.9117,31.8322,0.1718,36.3475,70.4654
MTA,4,-22.9998,-35.5602,-57.3905,-77.981,184.5323,2.6789,0.6056,44.3505,69.8238,-38.2502,-47.2709,-20.9781,74.3132,148.962,92.9258,-15.4316,-92.4754,146.3023,65.4225,119.3898,124.7626,59.657,42.9017,103.051,105.3371,12.654,-10.6013,31.919,-0.5153,37.1283,69.5096
MTA,5,-24.0335,-36.4233,-57.9045,-79.1981,184.0113,1.5555,0.0865,43.7441,70.2532,-38.4241,-47.781,-22.6976,73.7153,149.7302,93.5371,-15.9576,-92.9149,145.3528,65.3364,120.3422,126.0577,58.9684,44.2018,102.5226,104.8169,12.1304,-11.1184,32.3526,-0.9446,38.3428,68.7276
MTA,6,-24.8949,-36.7685,-58.2471,-80.3283,184.0113,0.3457,0.346,42.9646,70.7685,-38.2502,-47.951,-24.0732,73.8007,149.6449,95.0218,-16.9221,-93.5302,144.6623,66.1112,119.8227,127.5255,58.7101,45.6752,102.3464,104.6435,12.1304,-11.2046,33.0465,-0.9446,39.5572,68.5538
MTA,7,-25.1533,-36.5096,-58.0758,-80.9368,184.5323,-0.6049,1.0381,42.3582,71.4556,-37.6417,-47.696,-24.5031,74.4841,149.7302,96.7686,-17.7989,-93.706,144.4897,67.4885,118.2643,128.3025,59.1405,46.6285,102.6106,104.8169,12.5668,-10.7736,33.6537,-0.3435,40.0777,68.9883
MTA,8,-24.8949,-35.8191,-57.3905,-80.9368,185.3138,-1.037,1.8167,42.0983,72.2285,-36.5985,-47.1008,-23.9012,75.5945,150.6693,98.1659,-17.9743,-93.3544,144.835,69.0379,116.6193,128.7342,60.1735,47.2352,103.5795,105.4238,13.614,-9.8256,34.3476,0.687,40.338,69.944
MTA,9,-24.1196,-34.8697,-56.6196,-80.5891,186.3559,-1.037,2.5088,42.4448,73.0015,-35.3815,-46.0806,-22.5256,76.9612,152.5473,99.1266,-17.2728,-92.7391,145.6981,70.5874,115.667,128.9933,61.637,47.7552,104.9887,106.3774,15.0103,-8.4465,35.1282,2.061,40.5115,71.508
MTA,10,-22.7414,-33.8339,-55.6774,-80.1544,187.5716,-0.8642,3.2874,42.9646,73.7744,-34.1644,-44.9753,-20.8061,78.5841,154.8521,99.738,-15.9576,-92.2996,146.7339,71.9647,115.4938,129.2523,63.2726,48.2753,106.5741,107.3311,16.4939,-7.1537,35.9956,3.435,40.8585,73.072
MTA,11,-21.277,-32.9708,-54.5638,-79.7197,188.7005,-0.7777,3.893,43.5709,74.2897,-33.2082,-43.7851,-19.4305,79.9508,156.5594,100,-14.6424,-91.6842,147.4244,72.9116,115.9267,129.5113,64.4778,48.5353,107.7191,108.1114,17.5411,-6.2918,36.516,4.3796,40.9452,74.2015
MTA,12,-20.1571,-32.6256,-53.5359,-79.372,189.6558,-0.9506,4.1525,44.004,74.6333,-32.5127,-42.7648,-18.6567,81.1466,157.4131,100.1747,-13.4149,-90.981,147.856,73.5142,116.7925,129.5977,65.2526,48.6219,108.5118,108.5449,18.152,-5.7747,36.6894,4.9808,41.1187,74.9835
MTA,13,-19.468,-32.7982,-52.5937,-79.285,190.4373,-1.2962,4.3256,44.4371,75.0627,-31.9042,-41.8296,-18.3128,82.1717,157.2424,100.4367,-12.5381,-90.7173,148.1149,73.8586,117.7448,129.8567,65.8552,48.9686,109.1284,108.805,18.6756,-5.4299,36.9497,5.496,41.5524,75.5917
MTA,14,-19.2096,-33.2298,-51.8228,-79.372,191.2189,-1.8147,4.8446,44.4371,75.578,-31.2956,-40.9794,-18.3988,82.7696,156.1326,100.786,-12.0997,-90.8931,148.0286,74.289,118.6972,130.4611,66.3717,49.5753,109.6569,108.9784,19.0247,-5.0852,37.5568,6.0113,42.2464,76.113
MTA,15,-19.2096,-33.6613,-51.1375,-79.6328,191.7399,-2.506,5.1907,44.1773,76.0074,-30.9479,-40.2993,-18.8287,83.0258,154.1692,101.2227,-12.0997,-91.0689,147.7696,74.5472,119.2167,130.9791,66.6299,50.182,109.9211,108.9784,19.2865,-4.8266,38.164,6.2689,42.8537,76.1999
MTA,16,-19.5541,-33.9202,-50.6236,-79.9805,192.0873,-3.2838,5.2772,43.6575,76.0933,-30.774,-39.7892,-19.8604,82.855,151.0107,101.4847,-12.0121,-90.8931,147.4244,74.7194,119.4764,131.2381,66.6299,50.442,110.0972,108.8917,19.1992,-4.8266,38.5976,6.3548,43.1139,75.8524
MTA,17,-20.2433,-34.3518,-50.3666,-80.5891,192.1741,-3.8023,5.1907,43.311,76.0933,-30.774,-39.7892,-21.322,82.5133,145.2913,101.7467,-11.5737,-90.8052,147.0791,74.8055,119.563,131.4108,66.5439,50.7887,110.1853,108.805,19.2865,-4.7404,38.7711,6.4406,43.2007,75.5048
MTA,18,-20.9324,-34.7834,-50.4523,-81.3715,192.0004,-4.1479,5.1042,43.1378,76.2651,-30.861,-40.1292,-23.0415,82.0862,136.3279,101.7467,-10.8722,-91.0689,146.9065,74.6333,119.4764,131.6698,66.4578,51.0487,110.1853,108.8917,19.3738,-4.7404,39.1181,6.6983,43.2007,75.4179
MTA,19,-21.5354,-35.3012,-50.7092,-81.98,191.6531,-4.1479,4.9311,43.311,76.2651,-30.861,-40.8094,-24.761,81.4029,123.0964,101.2227,-10.6969,-91.2447,146.9065,74.0307,119.0435,131.6698,66.6299,51.0487,110.2734,109.0651,19.3738,-4.7404,39.3783,6.87,43.0272,75.5917
MTA,0,19.3818,28.7416,-2.3128,-8.4327,22.7517,48.5655,-35.3831,-13.9462,0.5153,-59.114,24.3156,-60.8708,12.7272,-1.4512,-19.3886,-31.3892,-36.4803,-21.2333,16.1835,-12.5537,-6.8209,20.4022,-16.814,3.8754,-9.3633,10.9959,-14.3074,21.5106,-38.558,15.6147,-38.6647
MTA,1,17.2283,26.3249,-3.1693,-8.5197,22.1439,48.3927,-36.0752,-14.3793,-0.2577,-59.6356,23.8055,-61.9885,13.2397,-1.4512,-20,-32.1783,-36.8319,-21.5785,16.786,-13.3329,-7.4253,19.5413,-17.5074,3.1708,-9.9702,10.4723,-15.2555,20.383,-39.7602,14.834,-39.5336
MTA,2,15.5055,24.1671,-4.0259,-8.7805,21.8834,48.1334,-36.5942,-14.6391,-1.1165,-60.1572,23.6354,-62.9342,13.3251,-1.2805,-20.0873,-33.2305,-37.4473,-21.9238,17.0443,-13.8523,-8.2887,19.1109,-18.4607,2.7304,-10.4037,10.036,-15.945,19.1687,-40.7049,13.6195,-39.8811
MTA,3,14.6441,22.6998,-4.7112,-8.7805,21.7965,48.1334,-37.0268,-14.7258,-1.8036,-60.5918,23.1253,-62.8482,12.3855,-0.5976,-20.524,-34.6333,-37.7989,-22.1827,15.8391,-13.7658,-9.4975,18.7666,-19.5875,2.4662,-10.7505,9.7741,-16.5483,18.2146,-41.4777,12.4918,-40.1418
MTA,4,14.1272,22.0093,-5.3108,-8.7805,21.6228,48.1334,-37.8054,-14.8124,-2.0612,-61.1134,22.1051,-62.5903,10.0793,0.2561,-21.7467,-36.0362,-37.7989,-22.3553,12.8263,-13.1597,-10.2746,18.4222,-20.0208,2.0258,-11.0105,9.5123,-16.9792,17.8677,-42.2506,11.8845,-40.5762
MTA,5,13.6965,21.4915,-5.996,-9.2151,21.4492,48.047,-38.584,-14.8124,-1.8894,-61.635,20.4047,-63.3641,7.6022,0.2561,-23.0568,-36.6499,-37.8868,-22.4417,9.0386,-12.6403,-10.4472,17.9057,-19.8475,1.4973,-11.2706,9.4251,-17.2378,17.8677,-42.8517,11.9713,-41.1844
MTA,6,13.2658,20.8873,-6.6813,-10.6061,21.3623,47.6149,-39.1031,-14.7258,-1.7177,-62.1566,18.2792,-65.5135,5.723,-1.0244,-23.9301,-36.2992,-38.59,-22.528,6.0258,-12.7268,-10.4472,17.0449,-19.5875,0.7927,-11.5307,9.076,-17.5826,17.9544,-43.5387,12.2315,-41.8795
MTA,7,12.7489,20.1105,-7.2809,-12.2579,21.4492,47.1829,-39.1896,-14.8124,-1.8894,-62.8521,16.4938,-68.2647,5.0396,-3.2439,-24.0175,-35.7732,-39.4691,-22.6143,4.6484,-13.8523,-10.7926,16.184,-19.7608,-0.2642,-11.8775,8.2906,-18.2721,17.7809,-44.5692,12.058,-42.7484
MTA,8,12.0598,19.3337,-7.6235,-13.6489,21.7965,47.01,-39.1896,-15.1589,-2.233,-63.3737,15.4736,-70.672,5.2959,-5.6341,-23.3188,-35.7732,-40.1723,-22.7869,4.9928,-15.4107,-11.656,15.6675,-20.5408,-0.9689,-12.2243,7.5051,-18.9616,17.6075,-45.2562,11.6243,-43.3566
MTA,9,11.6291,18.9021,-7.7092,-14.8659,22.1439,46.8372,-38.93,-15.2455,-2.0612,-63.2867,15.4736,-71.7037,5.8938,-6.9146,-22.3581,-35.5101,-40.7876,-22.7869,6.5422,-15.9302,-11.7424,16.0118,-20.6275,-0.8808,-12.2243,7.4179,-18.9616,18.0411,-45.0845,11.711,-43.2697
MTA,10,11.8875,19.1611,-7.6235,-15.8222,22.7517,46.4051,-38.4975,-15.2455,-2.0612,-62.8521,16.4938,-71.0159,6.5771,-6.9146,-22.0087,-35.0717,-41.403,-22.7006,8.35,-14.8913,-11.656,16.6144,-20.6275,-0.2642,-11.9642,7.5051,-18.9616,18.2146,-44.5692,11.9713,-42.8353
MTA,11,12.3182,19.6789,-7.3665,-16.6047,23.2728,45.7138,-38.3245,-15.2455,-2.9201,-62.6782,17.6841,-69.7263,6.8334,-6.317,-22.7074,-35.3348,-41.7546,-22.528,9.383,-13.506,-12.0014,16.9588,-21.0608,0.2642,-11.7041,6.9815,-19.4787,17.2605,-44.4834,11.5375,-42.5746
MTA,12,12.4044,20.1105,-7.1952,-17.1263,23.2728,45.0225,-38.411,-15.1589,-3.2636,-62.5043,18.1942,-68.8665,6.4063,-5.9756,-24.0175,-36.4746,-41.7546,-22.4417,9.2969,-12.9866,-11.8287,17.217,-21.1475,0.6165,-11.3573,6.807,-19.5649,16.7401,-44.4834,11.5375,-42.4877
MTA,13,12.2321,20.1968,-7.2809,-17.2132,23.0991,44.7632,-38.4975,-14.9856,-2.4048,-61.8089,18.1092,-68.2647,5.4667,-6.317,-25.2402,-37.7898,-41.5788,-22.0964,8.2639,-13.6792,-10.5336,17.7335,-19.9341,1.0569,-10.6638,7.5924,-18.6168,17.8677,-44.2257,12.752,-42.2271
MTA,14,12.146,20.1105,-7.2809,-16.6916,22.8386,45.2817,-38.1514,-14.4659,-0.6871,-60.5918,17.7691,-67.7488,4.6125,-6.6585,-25.8515,-38.4035,-41.4909,-21.4922,7.0587,-14.9778,-8.2887,18.2501,-18.0274,1.7616,-9.7101,9.076,-17.0654,20.1228,-43.6246,14.6605,-41.532
MTA,15,12.146,20.1105,-7.3665,-15.3876,22.4912,46.4051,-37.8919,-13.7729,0.0859,-59.8094,17.0039,-67.233,3.7584,-6.5731,-26.2009,-38.1405,-41.0513,-21.1469,5.5953,-16.2765,-7.339,18.4222,-17.1607,2.0258,-9.0165,9.9487,-16.1174,21.4239,-43.5387,15.2677,-41.2713
MTA,16,12.0598,20.1968,-7.5379,-13.6489,22.057,47.9606,-38.0649,-13.1666,-0.5153,-59.8094,15.8987,-66.5452,2.6479,-5.8048,-26.2882,-37.3514,-40.2602,-20.9743,4.1319,-16.796,-8.3751,18.2501,-18.1141,1.6735,-8.7564,9.7741,-16.1174,20.9902,-44.1399,14.0532,-41.532
MTA,17,11.9737,20.542,-7.7092,-12.084,21.6228,49.6025,-38.4975,-12.5602,-1.8894,-60.331,14.6234,-65.8574,1.5375,-4.6097,-26.1135,-36.2116,-39.557,-20.9743,3.099,-16.3631,-10.5336,17.8196,-20.1075,1.145,-8.8431,8.9887,-16.8069,19.2555,-45.0845,11.8845,-41.9664
