SUBJECT,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,PZ,T5',T6',O1',O2',"P3""","P4""","PZ""",OZ,I,"CB1""","CB2""",CB1,CB2
EGA,19,-140.4252,-84.4268,-22.0389,252.1353,86.2249,-11.5012,57.3629,18.4486,2.4056,10.2662,-106.5097,32.0248,25.2914,-34.778,-109.9871,-14.7317,40.5253,-17.5157,41.8561,-34.1421,-94.788,60.4776,-12.0409,27.1003,23.6593,-52.4036,47.8597,97.7247,105.0334,17.2653,40.9722
EGA,0,-272.9247,-181.4572,-3.0872,63.3606,-10.3435,-40.0381,-31.4933,-67.7314,111.5159,39.9339,-170.0582,14.2045,-44.5162,70.4959,57.0465,68.3094,43.7779,-46.6798,-17.6554,-13.6049,90.2084,61.9422,44.2654,72.2381,-10.833,61.5742,-18.9714,-21.2445,287.5095,-9.0231,160.3299
EGA,1,-266.4634,-180.5939,2.1439,59.0901,-5.2152,-50.761,-26.6482,-66.6921,115.382,42.8919,-152.1931,24.5351,-32.5541,77.2465,64.6469,71.3785,44.0416,-43.7461,-8.7846,-15.5113,95.9976,65.6467,48.5967,73.9978,-7.6264,64.8058,-14.2286,-15.3481,293.0963,-3.2969,165.8854
EGA,2,-268.531,-188.1906,5.1453,56.8241,-1.3038,-53.7011,-24.3122,-66.5189,115.8115,43.588,-144.6218,18.2507,-25.804,69.8124,69.1023,72.1677,42.5472,-42.6244,-4.0478,-20.5373,98.5898,67.0251,49.9827,73.6459,-6.7598,65.2425,-12.5901,-12.66,296.0187,-0.7808,169.0104
EGA,3,-279.6444,-203.7293,3.9447,53.1637,-0.2608,-47.7344,-24.6582,-66.3456,113.6637,42.2829,-148.6201,-0.2583,-26.1458,48.7917,70.0632,71.2908,38.2397,-42.7107,-4.5646,-27.383,97.8122,65.8189,48.6833,71.7101,-7.6264,63.583,-13.28,-12.5733,296.0187,-1.0411,168.8368
EGA,4,-298.1667,-225.3971,-1.7151,49.5032,-2.3468,-35.1954,-27.1673,-66.3456,109.8835,38.6288,-164.1032,-28.4952,-33.9212,16.7481,68.0539,68.5724,31.7346,-43.9187,-10.1626,-35.8752,94.7015,61.6837,45.3915,68.2786,-9.9664,60.2641,-15.4358,-14.4809,292.3228,-3.2969,164.4965
EGA,5,-320.2213,-250.4316,-10.7193,47.7602,-6.6929,-19.7164,-31.1473,-66.3456,105.1582,32.7997,-187.7531,-59.4869,-48.0194,-20.0807,63.1618,64.188,24.6141,-45.5581,-19.8946,-44.6274,90.2084,54.5332,40.887,63.6152,-13.0863,55.8971,-18.8852,-18.0361,284.5012,-7.2011,155.5556
EGA,6,-340.5528,-273.567,-20.1523,47.1501,-11.3866,-5.4479,-35.6463,-66.3456,99.8316,25.2306,-212.594,-84.7107,-65.0227,-55.2859,55.9108,58.7513,18.9001,-47.2838,-31.6074,-52.3397,84.7648,45.229,35.9494,58.336,-16.3795,50.6568,-23.5418,-23.499,273.5852,-12.7538,143.4896
EGA,7,-355.2845,-290.4005,-27.1842,46.1914,-14.6026,4.3238,-39.4532,-65.9992,94.8486,17.8354,-232.3306,-102.6171,-80.9153,-83.2279,48.3104,53.6654,15.0322,-48.4055,-42.1145,-57.7123,79.494,36.1832,31.7914,53.5846,-19.0661,45.7658,-28.8883,-29.5689,261.9817,-18.7402,131.4236
EGA,8,-364.0718,-300.587,-30.7001,42.7052,-15.298,7.7828,-41.6162,-65.133,91.1543,13.0503,-244.1556,-114.9277,-92.792,-100.916,42.7194,51.0347,12.2191,-48.7506,-48.9183,-59.0988,75.5193,30.4973,29.0194,50.769,-20.6261,42.3596,-33.8036,-35.0317,253.2146,-23.9459,123.2639
EGA,9,-367.4317,-304.299,-30.7001,35.0357,-12.8642,4.8426,-41.2701,-62.8811,90.467,14.0073,-247.8987,-121.7286,-98.8585,-107.8374,41.1469,52.7008,9.7577,-47.7152,-50.2101,-55.1127,74.3096,31.7034,29.1927,52.0888,-19.7594,42.8836,-35.442,-37.373,251.9253,-26.1149,123.7847
EGA,10,-365.881,-300.7597,-27.7844,24.6645,-7.8228,-4.4967,-38.0689,-59.4166,93.3881,21.3155,-246.0271,-119.0599,-98.6876,-105.5303,44.2045,59.1021,8.2633,-45.3855,-46.0762,-46.4471,76.5562,40.2323,32.3112,58.16,-16.4662,47.5126,-33.3724,-36.159,258.9734,-24.9002,133.507
EGA,11,-358.989,-289.451,-22.8107,15.2519,-1.5646,-17.641,-33.0507,-55.3458,99.1443,33.3217,-238.9662,-104.0806,-92.4502,-94.8491,50.7565,68.8355,8.3512,-42.4519,-37.8083,-36.0485,81.827,54.2748,37.6819,67.7507,-11.5263,55.0238,-28.3709,-32.5171,272.7257,-21.3431,150.2604
EGA,12,-346.2387,-271.4952,-16.8936,10.6327,3.0422,-30.5258,-27.6865,-51.4482,106.1892,47.59,-225.695,-74.5523,-81.5134,-75.8793,58.7064,79.5335,10.2852,-39.6045,-27.7318,-28.9428,88.9123,70.7295,43.659,78.9251,-6.0665,63.7577,-21.6446,-27.6612,289.8302,-16.4845,170.2257
EGA,13,-329.4394,-250.518,-10.9766,11.8529,4.7806,-40.0381,-23.3604,-48.5899,113.0623,60.7273,-206.639,-36.0709,-67.586,-49.0481,66.6562,88.5654,13.9773,-37.6199,-17.9137,-25.3033,96.4297,85.4613,48.8566,89.1317,-1.6466,71.7056,-14.9184,-22.4585,305.9032,-11.4524,188.2813
EGA,14,-311.6924,-231.4399,-4.9738,16.6463,4.346,-45.7454,-20.5918,-47.9837,118.1312,69.2535,-182.3936,-2.2383,-52.2062,-19.8243,73.645,93.0375,18.7243,-36.9297,-9.1291,-25.7366,102.4781,94.5932,52.4082,95.6428,0.8666,76.9459,-9.7444,-18.1229,316.5612,-6.9408,199.6528
EGA,15,-296.4437,-217.8867,0.4288,21.4398,2.9553,-48.8585,-18.8614,-49.4561,121.7396,72.9076,-158.1482,15.4098,-37.8516,1.5381,79.2361,93.0375,23.2955,-37.0159,-2.1531,-30.7626,106.9713,98.47,54.8337,98.4585,1.9066,79.8281,-5.7777,-14.1341,321.8043,-2.6028,204.5139
EGA,16,-285.7611,-210.1174,3.9447,24.403,1.043,-49.3774,-18.2558,-52.2277,123.5438,72.9946,-140.6234,17.6481,-27.5983,8.6304,82.2064,89.9684,26.1964,-37.6199,1.4641,-37.9549,109.3907,98.1254,55.8732,98.1945,1.6466,80.6142,-3.3631,-11.446,322.4919,0.347,204.2535
EGA,17,-280.0751,-205.7148,5.1453,26.9305,-1.3038,-46.3507,-19.294,-55.3458,122.5987,69.6015,-134.0729,11.8802,-23.1553,7.6905,81.2454,85.4086,28.0425,-39.0005,1.0335,-42.9809,108.6994,93.904,54.8337,95.2909,-0.1733,78.78,-4.053,-11.5327,318.7101,0,199.2188
EGA,18,-279.2136,-203.384,3.859,31.0267,-4.0853,-39.4327,-22.6683,-58.6371,117.5298,62.3804,-139.0921,4.3044,-24.9496,6.0669,75.2175,79.2704,29.3611,-41.6753,-3.8756,-45.0607,103.6014,85.3751,50.7623,89.3957,-4.2465,72.9283,-9.6582,-16.8222,309.857,-5.9865,189.3229
EGA,19,-281.712,-201.0532,1.2006,39.3934,-7.0405,-28.9692,-28.1191,-62.015,108.3371,51.7661,-151.2574,0.8609,-32.2978,3.5889,65.0837,72.1677,31.1192,-45.5581,-12.6602,-45.234,94.1831,73.5725,44.0055,80.8609,-10.4864,63.2337,-20.0924,-27.5745,297.1361,-17.2653,175.9549
EGA,0,272.7523,25.1209,3.3444,-13.6831,-20.687,17.2086,-35.9059,20.8738,2.4056,20.0104,75.1182,-51.6529,-11.6204,-18.628,-7.1636,-11.6626,-5.0986,-74.1182,49.3489,-7.3657,-17.9726,-23.8637,57.8656,-52.4408,-21.8394,39.0407,-60.7085,-37.9799,14.0102,-28.978,6.9444
EGA,1,271.3739,24.6892,2.2296,-13.3345,-21.2085,17.9004,-37.2037,21.7399,3.6084,20.0974,73.672,-49.6729,-10.8514,-21.4479,-7.6004,-9.7334,-5.1865,-74.6359,54.8608,2.6863,-18.3182,-24.3806,56.8261,-52.1768,-22.186,39.9141,-60.2773,-37.0261,12.549,-28.1971,5.5556
EGA,2,269.4786,24.0849,1.3721,-13.1602,-21.3824,18.4192,-38.1554,22.606,5.7562,19.6624,71.5452,-48.2094,-10.6805,-22.8151,-7.2509,-7.4535,-4.9228,-74.8084,56.2388,8.4055,-17.8862,-25.5867,56.4796,-51.9129,-22.0994,41.0495,-59.5875,-35.7254,10.2283,-26.9825,3.2118
EGA,3,267.5833,23.3943,0.6003,-13.1602,-20.9478,19.0246,-38.6745,23.2123,7.9041,19.4014,68.5677,-47.0041,-14.0982,-20.0807,-6.9015,-4.8229,-4.9228,-74.6359,49.435,9.4454,-17.0221,-26.5343,56.3929,-51.6489,-22.0994,42.0102,-58.9838,-34.2513,8.5092,-25.6811,1.3889
EGA,4,265.6019,22.7037,0.0858,-13.4216,-20.3393,19.4569,-39.3667,22.6926,8.2477,18.8794,64.3142,-46.4876,-23.1553,-12.9883,-8.6487,-2.8937,-5.1865,-75.0673,35.3107,5.6326,-17.2813,-27.6543,55.6133,-52.3528,-22.7927,41.3988,-59.7599,-34.1646,7.22,-25.9414,0.0868
EGA,5,264.3096,22.4448,1.1148,-13.4216,-19.3832,20.1487,-40.3184,20.8738,6.2717,16.9654,58.4442,-46.2293,-36.4845,-7.4341,-12.0558,-3.0691,-4.747,-76.0164,20.2391,-2.3397,-19.1822,-29.8081,53.9674,-54.6405,-24.5259,38.9533,-62.3469,-36.2457,5.7588,-28.1971,-1.4757
EGA,6,263.8788,22.8764,3.859,-12.7244,-17.9925,21.3594,-41.3566,18.7084,3.4365,14.0943,51.5534,-45.885,-48.6175,-9.9122,-14.764,-5.5244,-3.78,-77.2244,9.8181,-11.5251,-21.688,-32.5649,52.3216,-58.072,-26.7792,35.5471,-65.7963,-39.3673,4.3836,-31.2337,-3.0382
EGA,7,263.7927,23.3943,7.2891,-12.1143,-16.9494,21.9647,-42.0488,16.8896,1.5464,11.7453,43.982,-45.5406,-55.453,-17.0899,-15.7249,-8.4181,-2.9009,-78.2598,5.9425,-18.1109,-23.4162,-34.2879,51.1088,-60.9756,-28.5992,32.9269,-68.2108,-41.7953,3.9538,-33.5763,-3.4722
EGA,8,264.2234,23.826,11.4053,-12.2015,-17.1233,21.1,-42.914,15.5037,0.5155,10.6142,38.5374,-45.885,-56.3075,-23.4132,-15.5502,-10.4349,-2.4614,-79.1227,7.4066,-20.104,-24.1938,-34.8048,50.0693,-62.8234,-29.8991,31.5295,-69.4181,-43.5295,4.3836,-35.2247,-3.125
EGA,9,265.7742,24.4302,16.2934,-12.7244,-17.9925,19.111,-43.8657,14.6376,-0.4296,9.8312,40.0687,-47.0902,-51.7789,-26.9166,-15.8996,-12.0133,-1.7581,-79.7267,12.8324,-18.5442,-24.9715,-35.2355,49.1164,-63.7032,-30.8524,30.7434,-70.108,-45.2638,4.0397,-36.7864,-3.559
EGA,10,268.8756,25.5525,19.0375,-13.1602,-18.6009,17.2951,-44.1253,14.4644,-1.1169,9.3092,49.5968,-48.5537,-43.2346,-28.2838,-16.6859,-12.8902,-0.967,-79.8129,20.9281,-14.6447,-26.4404,-35.7524,48.6833,-63.6152,-31.1124,30.8308,-70.0217,-46.6512,2.9224,-38.0878,-4.7743
EGA,11,273.6139,26.9337,17.9227,-13.9446,-19.2094,15.9979,-44.2983,14.8975,-1.5464,9.5702,62.8679,-50.5337,-33.494,-28.6256,-17.21,-12.8902,-0.8791,-79.4678,28.7653,-9.9653,-27.8229,-35.6663,48.4234,-62.6474,-30.7658,31.3548,-68.8145,-47.1714,1.9769,-38.5216,-5.9896
EGA,12,278.4383,27.797,14.664,-14.9904,-19.9917,15.2196,-44.7309,15.4171,-1.3746,10.1792,75.3735,-53.1164,-24.4369,-28.7965,-16.8606,-12.8025,-1.4065,-79.1227,34.0189,-5.8925,-27.9093,-35.5801,48.2502,-61.5035,-30.1591,31.8788,-67.4347,-46.7379,1.2893,-38.0878,-7.3785
EGA,13,281.712,27.538,11.4053,-16.2977,-20.3393,14.7873,-45.1635,15.7636,-0.945,10.4402,84.6463,-56.0434,-15.978,-28.7965,-16.3364,-14.5563,-2.0219,-78.7775,36.4303,-3.2062,-27.2181,-36.097,48.2502,-60.8876,-29.5525,31.7042,-66.4861,-45.784,0.3438,-37.1334,-8.941
EGA,14,282.4874,26.1568,9.3472,-17.2564,-19.7309,14.8737,-45.1635,16.0234,-0.8591,10.0922,89.5804,-58.626,-7.5191,-28.5402,-16.3364,-18.3269,-2.2856,-78.2598,36.3442,-1.8198,-26.6132,-36.9585,48.5101,-60.6237,-28.8592,31.1801,-66.055,-44.6568,-0.3438,-36.2658,-10.0694
EGA,15,280.8505,23.7396,8.1467,-18.1279,-19.2094,15.0467,-45.3366,15.5904,-1.976,8.7872,89.5804,-60.3478,-0.4272,-28.4547,-17.5595,-23.2375,-2.9009,-78.1735,31.9519,-1.9931,-27.1316,-38.4231,48.1636,-61.7675,-28.7725,29.87,-66.8311,-44.5701,-1.5471,-36.5261,-11.2847
EGA,16,277.9214,21.2362,7.6321,-18.6509,-19.0355,15.2196,-46.2018,14.8975,-4.2098,6.8732,86.3477,-60.7782,5.2121,-28.5402,-20.4424,-27.7096,-3.6921,-78.5187,20.153,-3.1196,-28.9462,-40.2323,46.9508,-63.7032,-29.1191,27.9486,-68.642,-46.0442,-3.0943,-38.2613,-12.5868
EGA,17,274.5615,19.855,7.6321,-18.5637,-19.2963,15.7385,-47.5861,14.7242,-7.3886,5.3071,80.9031,-59.573,5.2975,-28.3693,-24.1989,-30.1649,-4.2196,-78.8638,9.043,-4.4194,-31.884,-41.5245,45.3049,-65.199,-29.7258,26.2891,-70.8841,-48.9057,-4.5555,-41.0377,-13.5417
EGA,18,271.4601,19.7686,7.4606,-17.8665,-19.7309,16.5168,-48.7974,15.3305,-10.2237,4.6981,74.3526,-57.1625,-5.2975,-27.7711,-26.5576,-30.5156,-4.3075,-78.8638,3.4449,-5.4593,-34.649,-41.8691,43.9189,-65.287,-29.8125,25.4157,-72.6087,-51.4203,-5.1571,-43.3802,-13.7153
EGA,19,268.9617,20.114,7.0319,-17.4307,-20.2524,17.0356,-49.5761,16.1966,-11.8561,5.0461,68.5677,-55.1825,-23.5825,-27.5148,-27.6933,-29.551,-4.6591,-78.7775,2.2392,-6.8458,-36.2043,-41.4384,43.2259,-64.7591,-29.7258,25.4157,-73.9022,-52.8077,-5.2431,-44.5948,-13.5417
EGA,0,128.9672,223.4979,44.0778,27.6277,40.4179,30.3528,25.1774,31.4405,-6.1858,-4.2631,135.5191,-43.4745,-13.671,-19.3971,35.0316,31.0417,-4.3075,-9.405,-34.794,-44.714,1.5553,23.5191,17.2384,-28.1561,-43.6787,34.6737,3.9667,-51.5938,-2.4926,7.1144,10.8507
EGA,1,125.8658,220.3039,43.5633,26.5818,40.8525,30.0069,26.1291,31.6138,-2.2338,-3.9151,136.0295,-44.5937,-12.2185,-20.8497,38.5261,30.4279,-5.0986,-9.3187,-32.6409,-45.8406,5.1844,24.639,19.3174,-28.3321,-43.5054,36.3331,6.4675,-48.0386,0.6876,10.3245,13.3681
EGA,2,123.6259,217.7141,43.3918,25.536,41.2871,29.1422,26.7347,30.7476,-0.1718,-4.6981,137.3056,-45.6267,-10.7659,-22.4733,40.8848,27.7973,-5.8898,-9.5776,-30.8323,-47.6603,7.2581,24.2944,20.4435,-29.7399,-44.0254,36.9445,8.3647,-44.5701,1.719,13.3611,13.7153
EGA,3,123.0229,216.7645,43.4775,24.9259,41.461,28.4504,26.7347,29.7949,-0.5155,-5.6551,138.8369,-45.9711,-10.1678,-23.4986,41.0595,24.4651,-6.5931,-10.3541,-30.4017,-49.4801,6.8261,23.6052,20.4435,-31.3237,-44.8054,36.7698,9.3995,-42.1421,1.5471,15.3566,13.0208
EGA,4,124.4013,217.8867,44.1636,25.3617,41.461,28.3639,26.3021,29.3618,-2.6633,-6.0031,139.9428,-45.0241,-10.7659,-23.4132,39.3123,22.1852,-6.5052,-11.0444,-31.349,-50.5199,3.8883,23.0883,19.2308,-32.0276,-45.5853,36.3331,9.5719,-41.1883,0.5157,16.0507,11.9792
EGA,5,126.8135,220.3902,45.1069,26.5818,41.374,28.7963,25.5234,29.7949,-5.8421,-5.6551,140.198,-42.958,-12.0476,-22.3024,36.342,21.7468,-5.5382,-11.4758,-33.0715,-50.1733,-0.6913,23.0022,17.325,-31.3237,-46.1053,35.6344,9.227,-41.7953,-1.1174,15.2698,10.6771
EGA,6,129.0534,223.1526,45.6214,27.8891,40.8525,29.4881,24.3122,30.4012,-9.8801,-5.1331,139.0921,-40.2032,-13.9273,-20.337,32.8476,21.9221,-4.747,-11.9072,-35.3969,-48.4402,-5.6164,22.8299,15.0728,-30.1798,-46.6253,34.6737,8.1922,-43.6162,-3.3521,13.4479,8.7674
EGA,7,130.5179,225.3108,45.3641,28.8478,39.8095,30.0934,22.7548,30.8343,-14.2617,-5.3941,136.54,-37.1901,-16.3198,-18.0299,29.0911,20.6945,-4.3954,-12.4249,-38.1528,-45.5806,-9.8503,21.8822,12.5606,-29.5639,-47.4919,32.9269,6.3813,-46.1309,-6.0166,11.0186,6.1632
EGA,8,130.3456,226.5193,44.4208,29.4579,38.6795,30.7852,21.1974,30.9209,-18.1278,-6.8732,133.1371,-34.6935,-18.5413,-15.7227,25.7714,18.1515,-4.2196,-12.9426,-40.6504,-42.461,-13.0474,19.8146,10.395,-30.3558,-48.7052,30.5688,4.1392,-48.9057,-8.939,8.5025,3.2118
EGA,9,128.278,226.433,43.2203,29.9808,37.8103,31.65,19.9862,31.0075,-20.6193,-8.6132,129.394,-33.23,-20.5065,-13.501,23.5,16.1347,-4.0437,-13.2015,-42.2868,-40.0347,-14.8619,17.8331,9.009,-31.6756,-49.7452,28.7346,2.3283,-51.0735,-10.4861,6.6805,1.6493
EGA,10,125.0043,224.9655,41.8482,30.1551,37.2888,32.5147,19.467,31.1807,-21.0488,-9.2222,125.3956,-32.7996,-22.2154,-11.7921,22.8011,16.1347,-4.1316,-12.8564,-42.3729,-38.9948,-14.8619,17.4885,8.8358,-32.6435,-50.0052,28.1233,2.1558,-51.8539,-9.4547,6.3335,2.691
EGA,11,121.0414,222.3757,40.4761,29.9808,37.1149,32.6877,19.8131,31.1807,-19.932,-8.9612,121.3121,-33.0578,-23.4116,-10.5958,23.5,17.8885,-4.6591,-12.3386,-41.1672,-39.948,-13.3066,18.1777,9.6154,-33.2594,-49.7452,28.7346,3.6218,-50.8134,-6.3604,7.7217,5.816
EGA,12,116.3031,218.3184,39.0183,29.1964,37.1149,32.0823,20.5918,30.5744,-17.87,-8.5262,117.4839,-34.0048,-23.9243,-9.1431,24.8104,20.0807,-5.5382,-11.9072,-39.3586,-41.9411,-11.1464,19.2116,10.6549,-34.2273,-49.3119,29.6954,6.0364,-48.5588,-2.4067,10.0642,9.6354
EGA,13,110.7895,212.7935,37.6462,27.8891,37.2019,30.9581,21.457,29.4484,-15.2067,-8.1782,114.6766,-35.3822,-23.3262,-6.6651,26.5576,21.8344,-6.5931,-11.9072,-37.7222,-43.5009,-8.9863,20.3315,11.8676,-35.2831,-49.0519,30.8308,9.0545,-45.4372,1.719,13.2743,13.4549
EGA,14,105.6205,206.578,36.7887,26.4075,37.2888,29.9204,22.2357,27.976,-12.5434,-8.0042,113.7408,-37.0179,-21.5318,-3.418,28.6543,22.2729,-7.9117,-12.2524,-36.5165,-44.8007,-6.9989,21.5376,13.0804,-36.427,-48.8786,31.7915,11.9865,-41.7086,5.1571,16.9183,16.3194
EGA,15,102.7775,201.9164,36.7887,25.3617,37.4626,29.4881,22.6683,26.3304,-10.911,-8.3522,115.3571,-38.2231,-18.8831,-0.9399,30.1394,21.2206,-9.0545,-13.0289,-36.172,-46.2738,-5.6164,21.9684,13.6001,-37.6588,-49.2252,32.2282,13.6249,-39.1072,6.5324,19.2608,17.2743
EGA,16,103.3805,200.7079,38.2465,25.536,37.6365,29.834,22.3222,24.5981,-11.1688,-9.7442,119.0152,-38.7397,-16.2343,-1.0254,30.5762,18.9407,-8.8787,-14.3232,-36.7748,-47.9203,-5.6164,20.9346,13.0804,-39.0666,-50.3519,31.1801,12.935,-38.9338,4.8133,19.174,15.7986
EGA,17,107.3435,202.866,40.9906,26.9305,37.7234,30.6122,21.1974,22.9525,-13.7462,-12.3543,124.2896,-38.9118,-14.0982,-4.0161,29.79,16.2224,-7.1205,-16.0489,-37.4638,-49.4801,-7.5174,18.0916,11.4345,-41.0903,-52.3451,28.2979,9.6582,-41.7086,0.1719,16.3109,11.8056
EGA,18,113.2017,206.6644,44.1636,29.1093,37.5495,31.304,19.467,21.2202,-17.7841,-15.3993,130.2447,-38.6536,-12.4748,-9.3995,28.1301,14.0302,-4.6591,-17.8608,-38.1528,-50.8666,-10.4552,14.5594,9.009,-43.2021,-54.7717,24.1056,4.7429,-46.3043,-5.9307,11.7127,6.684
EGA,19,119.3184,210.549,47.3365,31.5496,37.2888,31.7364,17.6501,19.5746,-22.3375,-18.1834,135.8594,-38.051,-11.4495,-15.7227,26.2082,13.0656,-2.1977,-19.6728,-38.6696,-51.8198,-13.4794,11.2857,6.4969,-45.0498,-57.1983,20.088,-0.6899,-51.4203,-11.7754,6.7673,1.7361
EGA,0,-65.2159,-34.8757,0.7718,-11.1557,-43.634,26.6344,40.4049,-184.0528,-26.0318,37.2368,-43.3865,31.8526,-27.5129,62.0364,-9.3476,-69.1862,-16.7903,4.1416,42.2006,-21.9237,-45.4498,33.5987,-7.7096,-9.8546,-27.5592,-48.386,-43.2031,8.3244,383.7757,-47.0241,159.7222
EGA,1,-64.7851,-36.4296,2.4869,-14.6418,-39.9833,22.57,41.6162,-186.1315,-27.0628,33.7567,-41.7702,24.5351,-28.2819,41.7849,-8.6487,-73.1322,-17.054,4.4005,45.8178,-19.844,-45.4498,30.4111,-7.3631,-13.9021,-28.3392,-51.2682,-44.4966,10.9257,380.7674,-44.8551,157.8993
EGA,2,-65.2159,-38.4151,5.4025,-18.3022,-36.5934,19.8893,41.7027,-187.3441,-30.0698,29.6677,-37.4315,18.2507,-26.2312,16.919,-9.6097,-74.886,-17.9331,4.5731,50.3824,-19.2374,-47.4372,26.7066,-8.316,-18.1255,-29.2925,-54.9364,-47.3423,11.5327,375.9541,-44.4213,154.6007
EGA,3,-66.2497,-40.3142,7.0319,-21.5269,-35.6373,19.1975,40.924,-186.9977,-33.2486,27.0576,-33.7734,13.688,-21.6173,-2.6489,-11.5316,-73.483,-19.4275,4.8319,54.0857,-17.6776,-49.6838,24.4667,-9.9619,-20.5012,-29.5525,-57.6439,-49.8431,11.2726,371.7424,-44.4213,151.3889
EGA,4,-67.3697,-41.0912,6.6888,-23.5315,-37.4626,20.3217,40.1454,-185.6118,-34.5373,27.0576,-31.3914,10.761,-13.671,-5.3833,-13.4535,-71.1154,-20.6583,5.781,57.8752,-14.2114,-50.5478,24.639,-10.8281,-20.0612,-28.5125,-57.8186,-49.9293,12.2264,370.1093,-43.0331,150.2604
EGA,5,-68.4896,-41.3501,3.6874,-24.3158,-41.461,22.4836,40.1454,-183.9662,-33.85,29.6677,-30.1154,8.8671,-4.3576,10.8521,-14.5892,-69.7124,-21.5373,7.2479,62.0091,-11.9584,-50.2886,27.2235,-10.395,-17.0697,-26.3459,-55.8971,-47.5147,14.4809,371.8284,-40.5171,151.9097
EGA,6,-69.7819,-41.6954,-0.9433,-24.4902,-45.1985,25.0778,40.8375,-183.0134,-32.1317,34.1047,-28.1587,8.5227,2.7342,37.0851,-15.026,-68.7478,-22.5043,8.801,64.9373,-12.2184,-49.4245,31.7895,-9.1823,-12.5823,-23.6593,-52.7529,-43.9792,16.562,376.126,-38.5216,155.7292
EGA,7,-71.7633,-43.422,-5.231,-24.8388,-46.9369,27.6721,41.6162,-182.2339,-29.4684,39.9339,-25.9468,8.3506,5.1266,63.4036,-14.4145,-65.7664,-23.9987,10.3541,64.9373,-12.3917,-47.2644,37.6478,-7.623,-6.8631,-20.7994,-48.5606,-40.2711,17.0823,382.3145,-38.001,160.9375
EGA,8,-75.3817,-46.7023,-8.4897,-26.1461,-45.9808,29.1422,42.1353,-181.0213,-25.5163,46.546,-25.8618,6.3705,1.8798,81.7753,-13.1915,-59.3651,-25.7569,11.7347,61.3201,-12.2184,-43.9809,43.9367,-5.8039,-0.352,-17.9395,-43.757,-36.7355,15.4348,388.761,-39.5627,166.4063
EGA,9,-80.0338,-50.328,-11.1481,-27.6277,-42.7648,30.0934,42.914,-179.0293,-20.7911,53.2452,-30.3706,3.6157,-6.4083,87.8422,-12.4926,-50.3332,-27.9546,13.0289,54.7747,-12.7383,-40.2654,49.8811,-3.8981,6.4231,-15.2529,-38.5166,-33.7174,12.4866,394.09,-42.4258,171.1806
EGA,10,-84.3413,-52.8315,-13.4635,-27.4534,-41.5479,32.0823,43.2601,-176.5175,-17.6982,58.5523,-38.3673,2.927,-17.6869,83.3988,-13.803,-40.7752,-30.2402,13.9781,46.6791,-13.1716,-38.3645,54.5332,-2.772,12.2303,-13.2596,-34.499,-32.1652,8.7579,397.0983,-45.983,174.0452
EGA,11,-87.0981,-53.0905,-14.9213,-25.1874,-45.1985,34.7631,42.4814,-173.486,-18.5573,62.7284,-47.6401,5.7679,-29.3927,72.8885,-16.6859,-30.9541,-31.9104,14.4095,39.3586,-12.3917,-39.4878,58.3239,-3.3784,16.5417,-12.2196,-33.1889,-32.6826,5.5496,398.7314,-49.1064,176.3021
EGA,12,-88.9073,-51.105,-16.2076,-21.5269,-51.196,37.4438,41.0106,-170.1081,-23.884,65.5994,-58.7845,11.5358,-38.706,61.8655,-20.6171,-22.6236,-32.5258,14.6683,33.2438,-9.4454,-44.3265,60.8222,-5.6306,19.6213,-12.133,-34.761,-35.5283,2.5147,398.7314,-51.9695,177.8646
EGA,13,-90.6303,-48.4289,-17.8369,-17.7793,-56.4982,39.4327,38.8476,-167.6829,-31.8739,65.9474,-69.9289,18.3368,-44.4308,53.1497,-26.0335,-19.3792,-32.4378,14.4095,27.7318,-6.0659,-52.1895,60.7361,-9.0956,20.5892,-12.9996,-38.5166,-40.1849,-0.8671,396.0669,-55.2664,176.8229
EGA,14,-91.9225,-46.616,-19.1232,-15.1647,-59.4534,40.4704,36.7711,-166.9034,-39.6921,63.7724,-77.6704,23.6742,-46.7378,48.7917,-31.6246,-20.5191,-32.6137,14.1506,24.4591,-3.1196,-60.3982,58.2377,-12.474,19.0054,-14.2129,-42.8836,-44.3241,-3.8153,391.8552,-58.0427,173.9583
EGA,15,-92.3533,-45.6664,-19.8093,-14.8161,-59.888,40.211,35.8193,-167.7695,-45.1906,59.4223,-80.5628,27.2899,-44.9434,50.8425,-34.4201,-23.939,-33.3169,13.9781,24.9759,-1.2132,-65.8418,53.844,-14.4664,14.87,-15.5995,-47.0759,-47.1698,-4.7692,386.6981,-58.8235,169.9653
EGA,16,-91.6641,-44.5442,-20.0665,-16.1234,-58.845,38.395,35.9924,-170.3679,-47.4243,53.0712,-79.0315,30.4752,-39.1333,58.0203,-33.8086,-29.0249,-33.6686,13.9781,29.1098,-1.5598,-67.8291,47.5551,-14.8129,8.7108,-16.9862,-50.6568,-48.722,-3.7286,380.8534,-57.6089,164.4097
EGA,17,-89.5103,-42.4724,-19.9808,-17.605,-57.0197,35.5413,37.2902,-173.6592,-46.1356,46.72,-74.2675,34.0048,-30.5889,67.3343,-30.3141,-35.6015,-33.229,14.1506,35.1385,-4.1594,-66.3602,41.5245,-13.2536,2.7276,-17.4195,-52.0542,-48.2046,-0.6937,376.2119,-54.4855,159.2882
